modelo,params,T_dias,T_horas,MAPE,MAE,RMSE,MSE,R2,LjungBox_p
lr,,21,504,68363960420189.35,0.46083969776769124,0.6041656836487242,0.6365143311849017,0.21824917666659013,0.45271182699915935
ridge,{'alpha': 0.01},21,504,68363146693971.266,0.46078605917362825,0.6040080688690528,0.6354987208196905,0.21956565720454685,0.4526953115974173
ridge,{'alpha': 0.1},21,504,68358706477143.664,0.46057141039959304,0.6034658798318294,0.6307154017106158,0.2264451595650896,0.4525985030296472
ridge,{'alpha': 1.0},21,504,68354706673612.52,0.45975982290601386,0.601574662424612,0.600784676748178,0.2716023022596469,0.45203427590356676
ridge,{'alpha': 10.0},21,504,69063542083352.64,0.45724358042753266,0.5944912804485302,0.4684214177048858,0.4720099468343943,0.4490633199143174
lasso,{'alpha': 0.01},21,504,70073231017148.89,0.45689515874439846,0.5904516045616112,0.41144304239989093,0.5418282749213421,0.4463949154856002
lasso,{'alpha': 0.1},21,504,79499000906579.44,0.46856066022312504,0.6013227478267117,0.38705838972018214,0.5950343176648282,0.4309296132882937
lasso,{'alpha': 1.0},21,504,152555150718110.53,0.6474452501132056,0.800047193298934,0.6810682173811515,0.2985475297465784,0.22827597121841656
lasso,{'alpha': 10.0},21,504,267191241013525.2,1.0475497388789559,1.256465792257376,1.6849890337916964,-0.6543790575841436,0.04949228958567852
