modelo,params,T_dias,T_horas,MAPE,MAE,RMSE,MSE,R2,LjungBox_p
lr,,7,168,74117242224777.38,0.4974594926038412,0.6760482563561612,1.6425909002794314,-0.2022977661445268,0.4323954403040172
ridge,"{'alpha': 0.01, 'fit_intercept': True}",7,168,73629118493572.14,0.4941160157074542,0.6653312209001652,1.0519655845629277,0.1021967172635886,0.432279139690127
ridge,"{'alpha': 0.01, 'fit_intercept': False}",7,168,73517049086411.55,0.4904223671242211,0.6614212412174529,0.9948566532781538,0.163808785432422,0.4337909317555825
ridge,"{'alpha': 0.1, 'fit_intercept': True}",7,168,72493963040923.89,0.4871058502692958,0.6447874065939391,0.6484152133564688,0.3468043606215965,0.4316502468460382
ridge,"{'alpha': 0.1, 'fit_intercept': False}",7,168,72387578661662.95,0.4836668279398419,0.6414763138709948,0.6178754975532066,0.3852110159379848,0.4336568670457801
ridge,"{'alpha': 1.0, 'fit_intercept': True}",7,168,70730629472188.78,0.4793723848241224,0.626201317527583,0.5290394020648008,0.4431278841497325,0.4327170820124628
ridge,"{'alpha': 1.0, 'fit_intercept': False}",7,168,70647983012659.06,0.4762059096717301,0.62347151221621,0.5099170148216818,0.4704659444747872,0.4346094606534985
ridge,"{'alpha': 10.0, 'fit_intercept': True}",7,168,72305537563322.34,0.4730113337279186,0.61019819257899,0.423038873632695,0.5517833030741798,0.4298857192516187
ridge,"{'alpha': 10.0, 'fit_intercept': False}",7,168,72411919939292.14,0.4699600359614453,0.6081550607079073,0.414545605766733,0.5647346689974903,0.4311868947835061
lasso,"{'alpha': 0.01, 'fit_intercept': True}",7,168,71759103949724.0,0.4722949395494372,0.6088806208400945,0.4108070385455563,0.5670642794349554,0.4332837372043751
lasso,"{'alpha': 0.01, 'fit_intercept': False}",7,168,72912192706437.92,0.469805448280481,0.6057845349217267,0.4012404103568247,0.5781120278330519,0.4355942261522847
lasso,"{'alpha': 0.1, 'fit_intercept': True}",7,168,81906064808312.7,0.4793246422851641,0.6127378429391691,0.4014928760994989,0.578466524081046,0.4198249123517551
lasso,"{'alpha': 0.1, 'fit_intercept': False}",7,168,82504670701200.33,0.4818248202421061,0.6167283384473516,0.4065395758545137,0.5734355691159877,0.4177086853254867
lasso,"{'alpha': 1.0, 'fit_intercept': True}",7,168,158960972911912.6,0.7098189437266217,0.8705904321104677,0.8246813975740901,0.1525052343420576,0.1867450330999618
lasso,"{'alpha': 1.0, 'fit_intercept': False}",7,168,158067071038983.66,0.7060972279260771,0.8665091428104337,0.8157401104749217,0.1630221991091346,0.1881968576088705
lasso,"{'alpha': 10.0, 'fit_intercept': True}",7,168,259560033355106.97,1.0436947498614957,1.2531970294157873,1.686417112582369,-0.6580283014286501,0.0488674161131169
lasso,"{'alpha': 10.0, 'fit_intercept': False}",7,168,258827751138123.4,1.043192794653079,1.2529873260973274,1.6862528787387543,-0.6558304356892984,0.0489160011348387
tree_regressor,"{'max_depth': 5, 'min_samples_leaf': 1}",7,168,77910470050847.88,0.6012412601809317,0.7762951081835926,0.6476518305090405,0.3254703820057757,0.4079564733284593
tree_regressor,"{'max_depth': 5, 'min_samples_leaf': 3}",7,168,77352343820996.66,0.5785943702173717,0.7406216806570651,0.5843742054132629,0.3921507230131379,0.409248527279594
tree_regressor,"{'max_depth': 5, 'min_samples_leaf': 5}",7,168,79115615703404.2,0.5618646083369052,0.7177695862763229,0.5475027790187167,0.428969338913547,0.415196352124387
tree_regressor,"{'max_depth': 10, 'min_samples_leaf': 1}",7,168,77243276453170.6,0.6585735953762554,0.8443966355474503,0.7597027153773848,0.1985611697210987,0.4113797808960852
tree_regressor,"{'max_depth': 10, 'min_samples_leaf': 3}",7,168,77859068007256.06,0.6025433723431791,0.7685403108160885,0.627008137408513,0.3416282802531816,0.4120191716962157
tree_regressor,"{'max_depth': 10, 'min_samples_leaf': 5}",7,168,78991854799503.55,0.5695499253367465,0.7266126801234389,0.5599622093250524,0.4151530542407303,0.4155245987130901
tree_regressor,"{'max_depth': 15, 'min_samples_leaf': 1}",7,168,77837955393491.77,0.6615611965193371,0.8467264374859577,0.7648319368056662,0.19291297150506,0.4105278577204483
tree_regressor,"{'max_depth': 15, 'min_samples_leaf': 3}",7,168,77981366765017.52,0.6019381209239958,0.7681495998759352,0.6263806072992217,0.3435107184814912,0.4112120721646279
tree_regressor,"{'max_depth': 15, 'min_samples_leaf': 5}",7,168,78969936240859.45,0.5694929927919848,0.7265179397153138,0.560009411607476,0.4145944724681665,0.4145652255570314
tree_regressor,"{'max_depth': 30, 'min_samples_leaf': 1}",7,168,77298823829171.06,0.6611754891204974,0.847450592307407,0.7670832190528433,0.1938890325600283,0.4110491012932895
tree_regressor,"{'max_depth': 30, 'min_samples_leaf': 3}",7,168,77601880784348.31,0.602014346010849,0.7683430979918163,0.6264779498968935,0.3432585805561109,0.4103139193915437
tree_regressor,"{'max_depth': 30, 'min_samples_leaf': 5}",7,168,78971333211984.38,0.568808068093758,0.7256654700884537,0.5583682568867758,0.4170321778655277,0.4159458281465479
ridge,"{'alpha': 0.5, 'fit_intercept': True}",7,168,71192930347298.44,0.4817477366255393,0.631472661631572,0.5578302641202831,0.4179032150825176,0.4327981206939958
ridge,"{'alpha': 0.5, 'fit_intercept': False}",7,168,71106874381231.23,0.4785112549687083,0.6285689872865455,0.5363080117473459,0.4478784348688359,0.4346044430880084
lasso,"{'alpha': 0.5, 'fit_intercept': True}",7,168,117404642195076.44,0.5623972735496859,0.7054172739211126,0.5316693531250661,0.4488234678418832,0.3144963716105668
