modelo,params,T_dias,T_horas,MAPE,MAE,RMSE,MSE,R2,LjungBox_p
RNN,"{'hidden_units': 32, 'activation': 'tanh', 'learning_rate': 0.001, 'epochs': 50, 'batch_size': 32}",21,504,1.1894130680655324,2.321374678236689,2.717085372081112,8.24681765508644,-8.74093748506665,0.02434482293720249
RNN,"{'hidden_units': 32, 'activation': 'tanh', 'learning_rate': 0.005, 'epochs': 50, 'batch_size': 32}",21,504,1.1464519457102624,2.185100550908679,2.5971201368322596,7.9432596715423776,-8.123969359482347,0.033559515453824997
RNN,"{'hidden_units': 32, 'activation': 'relu', 'learning_rate': 0.001, 'epochs': 50, 'batch_size': 32}",21,504,0.6879111462674724,1.2324854446701907,1.5088570835031898,2.616040039694563,-2.075593976767679,0.053462360267895644
RNN,"{'hidden_units': 32, 'activation': 'relu', 'learning_rate': 0.005, 'epochs': 50, 'batch_size': 32}",21,504,0.6779426723857973,1.2032995230189931,1.478159777162221,2.4466018374449225,-1.8612342192472344,0.052573463744262756
RNN,"{'hidden_units': 64, 'activation': 'tanh', 'learning_rate': 0.001, 'epochs': 50, 'batch_size': 32}",21,504,1.197731329198889,2.3330921855081286,2.7324118581939865,8.597926166265113,-8.654413164448865,0.022702935068247384
RNN,"{'hidden_units': 64, 'activation': 'tanh', 'learning_rate': 0.005, 'epochs': 50, 'batch_size': 32}",21,504,1.162905781517826,2.277536247585727,2.679296420076159,8.58839158197613,-9.086854972712096,0.017411081509561208
RNN,"{'hidden_units': 64, 'activation': 'relu', 'learning_rate': 0.001, 'epochs': 50, 'batch_size': 32}",21,504,0.6061590060584932,1.0909620031305494,1.3426406604176386,1.997812159886904,-1.2518209759094445,0.0672709257265057
RNN,"{'hidden_units': 64, 'activation': 'relu', 'learning_rate': 0.005, 'epochs': 50, 'batch_size': 32}",21,504,0.651204876060603,1.1917086625117987,1.4681575362119494,2.3582921518742164,-1.8691723392908262,0.044364567002561466
